hhid,round,comment,type,direction,s9q2b,s9q2c,s9q2d,s9q3b,s9q4b,s9q5b,transfer_individual_source,transfer_individual_source_other,transferid,value_ld,value_lr,value_sd,value_sr
14064,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,150,100,0,100
14064,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,200,0,150,0
14064,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,200,0,0,0
14064,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,200,300,0,100
14064,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,300,100,120,0
14064,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,250,50,100
14065,1,,Cash,Received,1200,Relatives outside household,,2500,500,450,,,,,,,
14065,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,200,0,0,500
14065,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,1500,1000,1500
14065,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,300,150,0,300
14065,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,800,2000,1000
14065,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,4000,3000,2000,800
14065,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,2500,800,500,1000
14065,6,0,In-kind,Received,0,,,0,0,0,Other (specify),government,2,500,0,0,450
14065,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,1000,0,0
14066,1,,Cash,Given,0,Neighbor/friend,,0,100,0,,,,,,,
14066,1,,Cash,Received,0,Neighbor/friend,,400,0,0,,,,,,,
14066,1,,Cash,Received,200,Relatives outside household,,0,0,0,,,,,,,
14066,1,,In-kind,Received,300,Relatives outside household,,200,0,0,,,,,,,
14066,1,,In-kind,Received,0,Neighbor/friend,,0,0,100,,,,,,,
14066,5,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,300,0,500,0
14066,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,300,0,0,200
14067,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,200,0,0,0
14067,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
14067,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,0,300,0,0
14067,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,80,0,0
14067,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,50,150,0
14067,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,2,120,0,0,0
14067,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,500,0
14067,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,8000,4000,2000,4000
14068,1,,Cash,Received,200,Relatives outside household,,0,0,0,,,,,,,
14068,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,100,0,300
14068,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,300,200,500,100
14069,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,0,1000,0
14071,1,,In-kind,Received,200,Relatives outside household,,0,0,0,,,,,,,
14071,3,0,Cash,Received,0,,,0,0,0,.b,,.b,.b,.b,.b,.b
14073,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,0,100,0
14073,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,2000,100,100,0
14073,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,0,0,3000,1200
14073,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,200,900,0
14073,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,560,0,300,0
14073,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,210,0,0,0
14073,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,2000,1500,1000,1500
14073,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,4000,3000,2000,3000
14073,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,800,600,400,600
14073,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1200,900,600,900
14074,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,1600,1200,800,1200
14075,3,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,0,0,0,100
14075,3,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,0,0,0,50
14075,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,110,0,0,0
14075,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,70,0,0,0
14075,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1500,400,500,400
14075,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,400,200,500,600
14075,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,5000,5000,800,2000
14075,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,2000,1500,1000,1500
14075,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,4000,3000,2000,3000
14075,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,4000,6000
14076,1,,In-kind,Received,500,Neighbor/friend,,0,0,0,,,,,,,
14076,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,4000,0,0,0
14076,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,500,0,0,1500
14076,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,0,0,300
14076,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,500,300,300,0
14076,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,300,400,0,200
14076,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,400,1000,0,5000
14076,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,500,0,0,0
14077,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,0,300,0
14077,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,500,0,200,0
14077,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1400,1050,700,1050
14077,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,800,600,400,600
14077,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,2000,1500,1000,1500
14077,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,4000,3000,2000,3000
14077,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,4000,3000,2000,3000
14077,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,1200,900,600,900
14078,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,0,0
14078,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,300,700,0,450
14078,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1800,700,0,1100
14078,5,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,800,200,500,0
14078,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,200,400,0,250
14078,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,500,0,0,0
14081,1,,Cash,Given,200,Neighbor/friend,,0,0,0,,,,,,,
14081,1,,Cash,Given,150,Relatives outside household,,0,0,3000,,,,,,,
14081,1,,Cash,Received,200,Neighbor/friend,,0,0,0,,,,,,,
14081,1,,Cash,Received,100,Relatives outside household,,100,1200,350,,,,,,,
14081,1,,In-kind,Given,0,Relatives outside household,,0,0,2000,,,,,,,
14081,1,,In-kind,Given,0,Neighbor/friend,,0,0,1000,,,,,,,
14081,1,,In-kind,Received,200,Relatives outside household,,0,400,0,,,,,,,
14081,1,,In-kind,Received,0,Neighbor/friend,,0,100,0,,,,,,,
14082,1,,In-kind,Received,200,Relatives outside household,,0,0,0,,,,,,,
14082,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,100,50,0,0
14082,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,50,0,0
14082,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,100,50,0,0
14082,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,500,0,300,0
14082,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,450,5600,8000
14082,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,0,500,1300
14082,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1400,0,0,2000
14082,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,300,500,0,500
14082,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1500,1000,1300,3800
14082,5,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,1000,1600,800,3500
14082,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,200,300,150
14082,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,100,0,0,0
14083,1,,Cash,Given,100,Neighbor/friend,,0,0,0,,,,,,,
14083,1,,Cash,Received,500,Relatives outside household,,0,0,0,,,,,,,
14083,1,,In-kind,Received,0,Relatives outside household,,200,0,0,,,,,,,
14083,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,0,0,0
14083,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,50,100,0
14083,3,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,0,500,0,400
14083,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,120,0,0,0
14083,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,1000,0,0,0
14083,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,0,0,0
14083,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,0,0,0
14085,1,,Cash,Received,100,Relatives outside household,,0,400,500,,,,,,,
14085,1,,Cash,Received,0,Neighbor/friend,,200,0,0,,,,,,,
14085,1,,In-kind,Received,0,Relatives outside household,,500,0,0,,,,,,,
14085,1,,In-kind,Received,300,Neighbor/friend,,0,0,0,,,,,,,
14085,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,200,0,0,0
14086,1,,Cash,Received,200,Relatives outside household,,0,0,0,,,,,,,
14086,2,,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,6000,0,3000,0
14086,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2400,1800,1200,1800
14086,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,400,300,200,300
14087,1,,Cash,Given,0,Neighbor/friend,,10000,0,0,,,,,,,
14087,1,,Cash,Received,0,Neighbor/friend,,0,0,20000,,,,,,,
14087,1,,In-kind,Given,500,Neighbor/friend,,0,0,0,,,,,,,
14087,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,24000,18000,12000,18000
14087,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,2,.b,.b,.b,.b
14087,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,3,.b,.b,.b,.b
14087,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,400,200,200,300
14087,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,7000
14087,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,650,0,8000
14087,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,0,7000
14087,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,1500,0,0,0
14087,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2500,500,0,350
14087,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,0,300,0,200
14087,7,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,30000,30000,30000,30000
14088,1,,Cash,Given,0,Relatives outside household,,5000,0,0,,,,,,,
14088,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,40000,30000,20000,30000
14088,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,2,4000,3000,2000,3000
14088,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,6000,4500,3000,4500
14088,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2500,0,200,0
14088,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,0,0,0,1000
14088,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1000,500,1500,2000
14088,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,32000
14088,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,2000,0,0
14088,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,2000,0,0,3000
14089,1,,Cash,Given,0,Neighbor/friend,,2000,0,0,,,,,,,
14089,1,,Cash,Given,2000,Relatives outside household,,0,2000,2000,,,,,,,
14089,1,,In-kind,Given,500,Relatives outside household,,1000,1000,500,,,,,,,
14089,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1000,1000,1000,1000
14089,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,250,0,500,0
14089,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,8000,6000,2000,6000
14089,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,2000,0,0,0
14089,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,700,0,0,0
14089,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,740,0,0,0
14089,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,300,0,100,800
14089,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,300,0,0,0
14089,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,300,0,400,1500
14089,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,300,200,150,500
14090,1,,Cash,Given,1500,Relatives outside household,,0,500,0,,,,,,,
14090,1,,Cash,Given,0,Neighbor/friend,,2000,0,2000,,,,,,,
14090,1,,In-kind,Given,4000,Relatives outside household,,0,0,0,,,,,,,
14090,1,,In-kind,Received,1000,Neighbor/friend,,0,0,0,,,,,,,
14090,2,,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,200,0,1000,0
14090,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
14090,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,10000,0,0,0
14090,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,500,0,1000,0
14090,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,2500,3000,0,500
14090,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,3600,7000,5000,10000
14090,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,2600,4000,0,7000
14090,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,300,0,0,0
14090,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,0,600,0,0
14090,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
14090,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,300,0,0,0
14090,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,500,300,200,200
14090,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,5000,4000,2000,5000
14090,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,1000,500,2000,800
14090,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,5000,2000,3000,1000
14090,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,0,0,5000
14090,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,1000,500,1000,2000
14090,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,2000,1000,1000,1500
14090,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,12000,9000,6000,9000
14090,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,21000,28000,14000,21000
14091,1,,In-kind,Received,100,Neighbor/friend,,0,0,0,,,,,,,
14091,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,0,700,0
14091,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,0,2500,0,4000
14091,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,300,0,200,0
14091,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,250,0,0,1000
14091,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,400,1000,0,500
14092,1,,Cash,Received,0,Relatives outside household,,5000,0,0,,,,,,,
14092,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,24000,18000,12000,18000
14092,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,9000,0,3000,7000
14092,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,5000,8000,0,10000
14092,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,250,0,0,0
14092,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,3000,0,1000,0
14092,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,300,0,100,0
14092,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,2,0,0,300,400
14092,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1200,600,0,200
14092,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,5000,500,5000,7000
14092,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,1000,2000,1500,800
14092,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,10000,5000,2500,5000
14092,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,12000,9000,6000,9000
14094,1,,In-kind,Given,0,Neighbor/friend,,200,0,0,,,,,,,
14094,1,,In-kind,Given,500,Relatives outside household,,0,0,0,,,,,,,
14094,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,1000,0
14094,2,,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,3000,0,1000,0
14094,2,,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,2000,0,1000,0
14094,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,300,0,600,2000
14094,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,3500,0,0,0
14094,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,0,200,0,0
14094,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
14094,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,3000,4000,2000,3000
14095,1,,Cash,Given,200,Relatives outside household,,0,0,0,,,,,,,
14095,1,,In-kind,Given,0,Relatives outside household,,1700,0,0,,,,,,,
14095,2,,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,0,100,0
14095,2,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,0,200,0
14095,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,600,0,300,1001
14095,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,550,3000,0,600
14095,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,3500,0,0,150
14095,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,400,250,650,0
14095,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,1000,0,0,280
14095,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,500,1000,560,1000
14095,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,4000,3000,2000,3000
14095,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,4000,2000,5400,2500
14095,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,1600,1200,600,1200
14095,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,2000,1500,1000,1500
14095,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,2000,1500,1000,1500
14095,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,2,4000,3000,2000,3000
14096,1,,Cash,Given,1000,Relatives outside household,,0,0,0,,,,,,,
14096,1,,In-kind,Given,0,Neighbor/friend,,0,0,500,,,,,,,
14096,3,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,0,1000,0,0
14096,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,0,600,0,0
14096,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,0,0,0,1200
14096,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,500,200,0,0
14096,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,3000,500,0,2000
14096,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,500,0,0,1000
14096,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,1000,750,500,750
14096,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,12000,9000,6000,9000
14097,1,,Cash,Given,300,Relatives outside household,,0,0,0,,,,,,,
14097,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,1500,900,200
14097,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,200,350,100,0
14097,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,600,0,0,500
14097,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,2000,1500,0,300
14097,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,300,350,100,500
14097,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,150,250,300
14098,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,400,0,1500,0
14098,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,400,0,0,0
14098,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,0,0,0
14098,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,4500,6000,3000,4500
14098,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,6000,8000,4000,6000
14099,1,,Cash,Given,2000,Relatives outside household,,0,0,0,,,,,,,
14099,1,,Cash,Received,2000,Relatives outside household,,0,0,0,,,,,,,
14099,1,,In-kind,Given,2000,Relatives outside household,,0,0,0,,,,,,,
14099,1,,In-kind,Received,1300,Relatives outside household,,0,0,0,,,,,,,
14099,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,0,0
14099,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,0,0,2000,0
14099,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,3000,0,2000,1000
14099,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,2500,500,1500
14099,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,500,0,1000,0
14099,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,1200,0,0,2000
14099,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,4800,3600,2400,3600
14099,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,2000,1500,1000,1500
14099,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,6000,4500,3000,4500
14099,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,4000,3000,2000,3000
14099,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,800,600,400,600
14099,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,1200,900,600,900
14099,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,2000,1500,1000,1500
14099,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1200,900,600,900
14100,1,,Cash,Given,500,Neighbor/friend,,0,0,0,,,,,,,
14100,1,,Cash,Given,0,Relatives outside household,,600,0,0,,,,,,,
14100,1,,In-kind,Received,0,Neighbor/friend,,500,0,0,,,,,,,
14100,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
14100,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,300,0,0
14100,6,0,In-kind,Received,0,,,0,0,0,Other (specify),government,1,500,7920,5280,5780
14101,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,0,100,0,0
14101,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,0,0,0
14101,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,500,600,1000,500
14101,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,0,1000,0,0
14101,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,500,0,1000,500
14101,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,4000,1000,500
14101,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,150,100,100
14101,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,0,200,100,100
14102,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,4000,0,0,0
14102,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,250,0,1000
14102,5,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,500,540,1000,600
14102,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,1500,2000,1500
14102,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,50,0,300
14102,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,1000,0,0,0
14102,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,200,0,150
14102,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,50,0,100,230
14102,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,100,150,200
14102,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1500,2000,1000,1500
14103,1,,Cash,Received,0,Relatives outside household,,0,2000,0,,,,,,,
14103,1,,Cash,Received,2000,Neighbor/friend,,1000,0,0,,,,,,,
14103,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,0,0,2000,0
14103,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,10,0,0,0
14103,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,30,0,0,0
14103,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,6000
14103,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,0,500,0
14103,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,0,0,0,800
14103,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,45,0,0,60
14103,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,40,30,0,100
14103,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1500,2000,1500,1000
14104,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,500,0,0
14104,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,650,0,0
14104,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,400,0,0,0
14104,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1100,500,0,1450
14104,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,300,0,90,150
14104,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,4000,6000
14104,6,0,In-kind,Received,0,,,0,0,0,Other (specify),government,2,900,0,0,0
14104,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,6000,1000,2000,5000
14105,1,,Cash,Received,800,Relatives outside household,,0,0,0,,,,,,,
14105,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,0,0,0
14105,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
14105,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1500,0,0,2000
14106,1,,Cash,Received,100,Relatives outside household,,200,0,0,,,,,,,
14106,1,,Cash,Received,0,Neighbor/friend,,0,300,0,,,,,,,
14106,1,,In-kind,Given,0,Neighbor/friend,,150,0,0,,,,,,,
14106,1,,In-kind,Given,100,Relatives outside household,,0,0,0,,,,,,,
14106,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,2000,0,500,0
