hhid,round,comment,s9q6a,s9q6b,s9q6c,s9q7a,s9q7b,s9q7c,s9q8a,s9q8b,s9q8c,s9q9,s9q10a,s9q10b,s9q10c,s9q11a,s9q11b,s9q11c,s9q12a,s9q12b,s9q12c,s9q13a,s9q13b,s9q13c,s9q14a,s9q14b,s9q14c,s9q14d,s9q14e,s9q15a,s9q15b,s9q15c,s9q15d,s9q15e,s9q16_1,s9q16_2,s9q16a,s9q16b,s9q16c,s9q16d,s9q16e,s9q16f1,s9q16f2,s9q17a,s9q17b,s9q17c,s9q17d,s9q17e,s9q18a,s9q18b,s9q18c,s9q18d,s9q18e,s9q19a,s9q19b,s9q19c,s9q19d,s9q19e,s9q20a,s9q20b,s9q20c,s9q20d,s9q20e,s9q21a,s9q21b,s9q21c,s9q21d,s9q21e,s9q22a,s9q22b,s9q22c,s9q22d,s9q22e,s9q23a,s9q23b,s9q23c,s9q23d,s9q23e,s9q24a,s9q24b,s9q24c,s9q24d,s9q24e,s9q25a,s9q25b
13015,2,,Yes,8,1360,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13015,3,0,Yes,12,3000,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13015,4,0,Yes,7,1020,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,500,1000,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13015,5,0,No,,,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13015,6,0,Yes,2,340,Yes,7,660,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,64000,0,0,0,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13015,7,,No,,,Yes,6,1250,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,4000,400,0,4000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
13016,1,,Yes,6,2600,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13016,2,,Yes,8,1300,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,500,0,200,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13016,3,0,Yes,9,1500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13016,4,0,Yes,6,1480,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,0,300,0,0,,,Yes,0,3500,3500,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13016,5,0,Yes,6,1500,No,,,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13016,6,0,Yes,1,200,Yes,8,660,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13016,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
13017,1,,Yes,6,2700,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13017,2,,Yes,8,1350,No,,,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,Yes,4350,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13017,3,0,Yes,5,2000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,200,500,400,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13017,4,0,Yes,7,240,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13017,5,0,Yes,2,100,Yes,7,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13017,6,0,No,,,Yes,6,880,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,Yes,0,0,0,0,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13017,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,5000,0,0,0,,
13018,1,,Yes,6,2800,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13018,2,,Yes,8,1300,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,500,0,600,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13018,3,0,Yes,12,4300,Yes,9,1200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13018,4,0,Yes,6,2000,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13018,5,0,No,,,Yes,9,3300,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13018,6,0,Yes,2,500,Yes,9,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13018,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13019,1,,Yes,6,2900,Yes,9,1200,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13019,2,,Yes,8,1300,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13019,3,0,Yes,12,4800,Yes,9,600,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13019,4,0,Yes,6,1200,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13019,5,0,No,,,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13019,6,0,Yes,1,1020,Yes,6,1760,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13019,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13020,1,,No,,,Yes,9,1200,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13020,2,,Yes,8,1350,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13020,3,0,Yes,12,3000,Yes,9,1100,Yes,7,1000,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13020,4,0,Yes,7,765,Yes,9,1320,No,,,No,,,,,,,,,,,,,Yes,500,1000,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13020,5,0,No,,,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13020,6,0,No,,,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,0,4800,0,0,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13020,7,,No,,,Yes,6,1250,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
13021,1,,Yes,12,2400,Yes,9,1200,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13021,2,,Yes,8,1350,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,400,0,500,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13021,3,0,Yes,6,5500,Yes,9,1100,No,,,Yes,Food,,,1,,,7,,,500,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13021,4,0,Yes,5,1200,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,500,0,0,200,Yes,150,0,300,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13021,5,0,No,,,Yes,3,5280,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13021,6,0,No,,,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13021,7,,No,,,Yes,.a,.a,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
13022,1,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13022,2,,Yes,8,1350,No,,,No,,,No,,,,,,,,,,,,,Yes,500,0,200,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13022,3,0,Yes,9,3000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13022,4,0,Yes,7,710,No,,,No,,,No,,,,,,,,,,,,,Yes,400,1000,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13022,5,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13022,6,0,Yes,2,370,Yes,8,630,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13022,7,,No,,,Yes,.a,.a,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13023,1,,No,,,Yes,9,2800,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13023,2,,Yes,8,1300,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13023,3,0,Yes,5,4800,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13023,4,0,Yes,6,1300,Yes,6,1100,No,,,No,,,,,,,,,,,,,Yes,500,300,0,0,Yes,0,300,0,500,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13023,5,0,No,,,Yes,4,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13023,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13025,1,,Yes,6,2900,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13025,2,,Yes,8,500,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13025,3,0,Yes,5,2000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,5150,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13025,4,0,Yes,7,910,No,,,No,,,Yes,Food,,,1,,,14,,,214,,,Yes,0,500,0,0,No,,,,,,,Yes,3500,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13025,5,0,Yes,4,1250,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13025,6,0,No,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5000,10000,0,7000,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13025,7,,No,,,Yes,2,1000,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
13026,1,,Yes,6,2900,Yes,9,0,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13026,2,,Yes,8,1000,No,,,No,,,No,,,,,,,,,,,,,Yes,600,0,0,0,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13026,3,0,Yes,6,6500,No,,,No,,,Yes,Food,,,1,,,14,,,300,,,Yes,5000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13026,4,0,Yes,7,2000,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13026,5,0,Yes,5,3500,Yes,6,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13026,6,0,No,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13026,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13028,1,,Yes,6,2900,Yes,9,1200,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13028,2,,Yes,12,2500,Yes,9,450,No,,,No,,,,,,,,,,,,,Yes,1000,0,0,0,Yes,4300,2150,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13028,3,0,Yes,9,3700,Yes,9,1100,No,,,Yes,Food,,,4,,,12,,,300,,,No,,,,,No,,,,,,,Yes,8600,6450,4300,6450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13028,4,0,Yes,7,1550,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,0,500,0,0,,,Yes,3500,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13028,5,0,Yes,1,600,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,0,0,4300,10500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13028,6,0,Yes,1,800,Yes,8,660,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5100,5100,4900,4900,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13028,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
13029,1,,Yes,6,2400,Yes,9,1200,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13029,2,,Yes,8,1350,Yes,12,550,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13029,3,0,Yes,8,1000,Yes,9,1760,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13029,4,0,Yes,7,500,Yes,9,2200,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13029,5,0,No,,,Yes,9,1000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13029,6,0,No,,,Yes,9,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,2500,0,0,0,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13029,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13030,1,,Yes,6,2900,Yes,9,1200,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13030,2,,Yes,8,1350,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,500,0,200,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13030,3,0,Yes,9,1500,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,Yes,2000,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13030,4,0,Yes,7,1570,Yes,6,1650,Yes,2,600,No,,,,,,,,,,,,,No,,,,,Yes,400,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13030,5,0,Yes,4,1200,Yes,7,1550,No,,,Yes,Food,,,2,,,10,,,500,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13030,6,0,Yes,1,230,Yes,8,1320,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13030,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13031,6,0,Yes,2,370,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13033,6,0,Yes,3,600,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,Yes,10000,0,0,2500,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13035,1,,Yes,6,2800,Yes,9,1200,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13035,2,,Yes,8,1350,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,400,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13035,3,0,Yes,8,1000,Yes,9,880,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13035,4,0,Yes,7,4000,No,,,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13035,5,0,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13035,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13036,1,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13036,2,,Yes,8,1300,Yes,9,550,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13036,3,0,Yes,5,2000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,Yes,500,400,500,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13036,4,0,Yes,9,5500,No,,,No,,,No,,,,,,,,,,,,,Yes,500,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13036,5,0,Yes,2,200,Yes,8,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13036,6,0,No,,,Yes,6,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,4000,0,10000,30000,Yes,No,No,,,,,No,,,,,Yes,0,0,0,0,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13036,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
13038,4,0,Yes,7,2100,Yes,9,2100,Yes,3,500,Yes,Food,,,1,,,20,,,300,,,Yes,500,0,400,0,Yes,3000,2000,1200,500,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13038,5,0,Yes,2,340,Yes,7,3300,No,,,Yes,Food,,,2,,,20,,,75,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13038,6,0,Yes,1,300,Yes,6,1760,No,,,Yes,Food,,,2,,,3,,,150,,,,,,,,,,,,,Yes,,Yes,2450,0,0,0,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,.b,,,,,,
13038,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,1,,Yes,2,500,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,2,,Yes,12,560,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,3,0,Yes,2,1400,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,4,0,Yes,10,1500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,5,0,Yes,10,1480,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,6,0,Yes,2,550,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,4900,4900,10000,24000,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
14001,7,,Yes,3,1130,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14002,1,,Yes,10,550,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
