hhid,round,comment,itemtype,itemtype_os,s11q11
12001,4,0,Animal fodder (purchased fodder for donkey etc),,0
12001,4,0,Other supplementary animal feeding,,0
12001,4,0,Vaccinations and other veterinarian service,,200
12001,4,0,Transportation/other transaction costs for animals,,2000
12001,4,0,Wages for herders,,0
12001,5,0,Other (specify),,0
12001,5,0,Water for animal consumption (that you pay for),,0
12001,5,0,Animal fodder (purchased fodder for donkey etc),,0
12001,5,0,Other supplementary animal feeding,,0
12001,5,0,Vaccinations and other veterinarian service,,2000
12001,5,0,Transportation/other transaction costs for animals,,0
12001,5,0,Wages for herders,,0
12001,6,0,Other (specify),,0
12001,6,0,Water for animal consumption (that you pay for),,3000
12001,6,0,Animal fodder (purchased fodder for donkey etc),,0
12001,6,0,Other supplementary animal feeding,,500
12001,6,0,Vaccinations and other veterinarian service,,2000
12001,6,0,Transportation/other transaction costs for animals,,0
12001,6,0,Wages for herders,,0
12001,7,,Water for animal consumption (that you pay for),,0
12001,7,,Animal fodder (purchased fodder for donkey etc),,0
12001,7,,Other supplementary animal feeding,,0
12001,7,,Vaccinations and other veterinarian service,,1400
12001,7,,Vaccinations and other veterinarian service,,800
12001,7,,Transportation/other transaction costs for animals,,0
12001,7,,Wages for herders,,0
12002,1,,Other (specify),,0
12002,1,,Water for animal consumption (that you pay for),,0
12002,1,,Animal fodder (purchased fodder for donkey etc),,0
12002,1,,Other supplementary animal feeding,,0
12002,1,,Vaccinations and other veterinarian service,,0
12002,1,,Transportation/other transaction costs for animals,,0
12002,2,,Other (specify),,0
12002,2,,Water for animal consumption (that you pay for),,0
12002,2,,Animal fodder (purchased fodder for donkey etc),,0
12002,2,,Other supplementary animal feeding,,0
12002,2,,Vaccinations and other veterinarian service,,100
12002,2,,Transportation/other transaction costs for animals,,0
12002,3,0,Other (specify),,0
12002,3,0,Water for animal consumption (that you pay for),,0
12002,3,0,Animal fodder (purchased fodder for donkey etc),,0
12002,3,0,Other supplementary animal feeding,,0
12002,3,0,Vaccinations and other veterinarian service,,2000
12002,3,0,Transportation/other transaction costs for animals,,0
12002,4,0,Other (specify),,0
12002,4,0,Water for animal consumption (that you pay for),,0
12002,4,0,Animal fodder (purchased fodder for donkey etc),,0
12002,4,0,Other supplementary animal feeding,,0
12002,4,0,Vaccinations and other veterinarian service,,200
12002,4,0,Transportation/other transaction costs for animals,,0
12002,4,0,Wages for herders,,0
12002,5,0,Other (specify),,0
12002,5,0,Water for animal consumption (that you pay for),,0
12002,5,0,Animal fodder (purchased fodder for donkey etc),,0
12002,5,0,Other supplementary animal feeding,,0
12002,5,0,Vaccinations and other veterinarian service,,500
12002,5,0,Transportation/other transaction costs for animals,,0
12002,5,0,Wages for herders,,0
12002,6,0,Other (specify),,0
12002,6,0,Water for animal consumption (that you pay for),,0
12002,6,0,Animal fodder (purchased fodder for donkey etc),,0
12002,6,0,Other supplementary animal feeding,,400
12002,6,0,Vaccinations and other veterinarian service,,1500
12002,6,0,Transportation/other transaction costs for animals,,0
12002,6,0,Wages for herders,,0
12002,7,,Water for animal consumption (that you pay for),,0
12002,7,,Animal fodder (purchased fodder for donkey etc),,0
12002,7,,Other supplementary animal feeding,,0
12002,7,,Vaccinations and other veterinarian service,,1200
12002,7,,Vaccinations and other veterinarian service,,1200
12002,7,,Transportation/other transaction costs for animals,,0
12002,7,,Wages for herders,,0
12003,1,,Other (specify),,0
12003,1,,Water for animal consumption (that you pay for),,0
12003,1,,Animal fodder (purchased fodder for donkey etc),,0
12003,1,,Other supplementary animal feeding,,0
12003,1,,Vaccinations and other veterinarian service,,2000
12003,1,,Transportation/other transaction costs for animals,,0
12003,2,,Other (specify),,0
12003,2,,Water for animal consumption (that you pay for),,0
12003,2,,Animal fodder (purchased fodder for donkey etc),,0
12003,2,,Other supplementary animal feeding,,0
12003,2,,Vaccinations and other veterinarian service,,300
12003,2,,Transportation/other transaction costs for animals,,0
12003,3,0,Other (specify),,0
12003,3,0,Water for animal consumption (that you pay for),,0
12003,3,0,Animal fodder (purchased fodder for donkey etc),,0
12003,3,0,Other supplementary animal feeding,,0
12003,3,0,Vaccinations and other veterinarian service,,500
12003,3,0,Transportation/other transaction costs for animals,,0
12003,4,0,Other (specify),,0
12003,4,0,Water for animal consumption (that you pay for),,1500
12003,4,0,Animal fodder (purchased fodder for donkey etc),,0
12003,4,0,Other supplementary animal feeding,,0
12003,4,0,Vaccinations and other veterinarian service,,2000
12003,4,0,Transportation/other transaction costs for animals,,0
12003,4,0,Wages for herders,,0
12003,5,0,Other (specify),,0
12003,5,0,Water for animal consumption (that you pay for),,0
12003,5,0,Animal fodder (purchased fodder for donkey etc),,0
12003,5,0,Other supplementary animal feeding,,0
12003,5,0,Vaccinations and other veterinarian service,,700
12003,5,0,Transportation/other transaction costs for animals,,0
12003,5,0,Wages for herders,,0
12003,6,0,Other (specify),,0
12003,6,0,Water for animal consumption (that you pay for),,0
12003,6,0,Animal fodder (purchased fodder for donkey etc),,0
12003,6,0,Other supplementary animal feeding,,600
12003,6,0,Vaccinations and other veterinarian service,,2000
12003,6,0,Transportation/other transaction costs for animals,,0
12003,6,0,Wages for herders,,0
12003,7,,Water for animal consumption (that you pay for),,0
12003,7,,Animal fodder (purchased fodder for donkey etc),,0
12003,7,,Other supplementary animal feeding,,1600
12003,7,,Vaccinations and other veterinarian service,,3600
12003,7,,Vaccinations and other veterinarian service,,2000
12003,7,,Transportation/other transaction costs for animals,,0
12003,7,,Wages for herders,,0
12004,1,,Other (specify),,0
12004,1,,Water for animal consumption (that you pay for),,0
12004,1,,Animal fodder (purchased fodder for donkey etc),,0
12004,1,,Other supplementary animal feeding,,0
12004,1,,Vaccinations and other veterinarian service,,0
12004,1,,Transportation/other transaction costs for animals,,0
12004,2,,Other (specify),,0
12004,2,,Water for animal consumption (that you pay for),,0
12004,2,,Animal fodder (purchased fodder for donkey etc),,0
12004,2,,Other supplementary animal feeding,,0
12004,2,,Vaccinations and other veterinarian service,,0
12004,2,,Transportation/other transaction costs for animals,,0
12004,3,0,Other (specify),,0
12004,3,0,Water for animal consumption (that you pay for),,0
12004,3,0,Animal fodder (purchased fodder for donkey etc),,0
12004,3,0,Other supplementary animal feeding,,0
12004,3,0,Vaccinations and other veterinarian service,,2000
12004,3,0,Transportation/other transaction costs for animals,,0
12004,4,0,Other (specify),,0
12004,4,0,Water for animal consumption (that you pay for),,0
12004,4,0,Animal fodder (purchased fodder for donkey etc),,0
12004,4,0,Other supplementary animal feeding,,0
12004,4,0,Vaccinations and other veterinarian service,,0
12004,4,0,Transportation/other transaction costs for animals,,0
12004,4,0,Wages for herders,,0
12004,5,0,Other (specify),,0
12004,5,0,Water for animal consumption (that you pay for),,0
12004,5,0,Animal fodder (purchased fodder for donkey etc),,0
12004,5,0,Other supplementary animal feeding,,0
12004,5,0,Vaccinations and other veterinarian service,,500
12004,5,0,Transportation/other transaction costs for animals,,0
12004,5,0,Wages for herders,,0
12004,6,0,Other (specify),,0
12004,6,0,Water for animal consumption (that you pay for),,0
12004,6,0,Animal fodder (purchased fodder for donkey etc),,0
12004,6,0,Other supplementary animal feeding,,200
12004,6,0,Vaccinations and other veterinarian service,,300
12004,6,0,Transportation/other transaction costs for animals,,0
12004,6,0,Wages for herders,,0
12005,1,,Other (specify),,0
12005,1,,Water for animal consumption (that you pay for),,0
12005,1,,Animal fodder (purchased fodder for donkey etc),,0
12005,1,,Other supplementary animal feeding,,0
12005,1,,Vaccinations and other veterinarian service,,200
12005,1,,Transportation/other transaction costs for animals,,0
12005,2,,Other (specify),,0
12005,2,,Water for animal consumption (that you pay for),,0
12005,2,,Animal fodder (purchased fodder for donkey etc),,0
12005,2,,Other supplementary animal feeding,,0
12005,2,,Vaccinations and other veterinarian service,,300
12005,2,,Transportation/other transaction costs for animals,,0
12005,3,0,Other (specify),,0
12005,3,0,Water for animal consumption (that you pay for),,0
12005,3,0,Animal fodder (purchased fodder for donkey etc),,0
12005,3,0,Other supplementary animal feeding,,0
12005,3,0,Vaccinations and other veterinarian service,,500
12005,3,0,Transportation/other transaction costs for animals,,0
12005,4,0,Other (specify),,0
12005,4,0,Water for animal consumption (that you pay for),,0
12005,4,0,Animal fodder (purchased fodder for donkey etc),,0
12005,4,0,Other supplementary animal feeding,,400
12005,4,0,Vaccinations and other veterinarian service,,3500
12005,4,0,Transportation/other transaction costs for animals,,0
12005,4,0,Wages for herders,,0
12005,5,0,Other (specify),,0
12005,5,0,Water for animal consumption (that you pay for),,0
12005,5,0,Animal fodder (purchased fodder for donkey etc),,0
12005,5,0,Other supplementary animal feeding,,0
12005,5,0,Vaccinations and other veterinarian service,,2600
12005,5,0,Transportation/other transaction costs for animals,,0
12005,5,0,Wages for herders,,0
12005,6,0,Other (specify),,0
12005,6,0,Water for animal consumption (that you pay for),,0
12005,6,0,Animal fodder (purchased fodder for donkey etc),,0
12005,6,0,Other supplementary animal feeding,,500
12005,6,0,Vaccinations and other veterinarian service,,2000
12005,6,0,Transportation/other transaction costs for animals,,0
12005,6,0,Wages for herders,,0
12005,7,,Water for animal consumption (that you pay for),,0
12005,7,,Animal fodder (purchased fodder for donkey etc),,0
12005,7,,Other supplementary animal feeding,,400
12005,7,,Vaccinations and other veterinarian service,,600
12005,7,,Vaccinations and other veterinarian service,,500
12005,7,,Transportation/other transaction costs for animals,,0
12005,7,,Wages for herders,,0
12006,1,,Other (specify),,0
12006,1,,Water for animal consumption (that you pay for),,0
12006,1,,Animal fodder (purchased fodder for donkey etc),,0
12006,1,,Other supplementary animal feeding,,0
12006,1,,Vaccinations and other veterinarian service,,1000
12006,1,,Transportation/other transaction costs for animals,,0
12006,2,,Other (specify),,0
12006,2,,Water for animal consumption (that you pay for),,0
12006,2,,Animal fodder (purchased fodder for donkey etc),,0
12006,2,,Other supplementary animal feeding,,0
12006,2,,Vaccinations and other veterinarian service,,1000
12006,2,,Transportation/other transaction costs for animals,,0
12006,3,0,Other (specify),,0
12006,3,0,Water for animal consumption (that you pay for),,0
12006,3,0,Animal fodder (purchased fodder for donkey etc),,0
12006,3,0,Other supplementary animal feeding,,0
12006,3,0,Vaccinations and other veterinarian service,,5000
12006,3,0,Transportation/other transaction costs for animals,,0
12006,4,0,Other (specify),,0
12006,4,0,Water for animal consumption (that you pay for),,0
12006,4,0,Animal fodder (purchased fodder for donkey etc),,0
12006,4,0,Other supplementary animal feeding,,0
12006,4,0,Vaccinations and other veterinarian service,,2500
12006,4,0,Transportation/other transaction costs for animals,,0
12006,4,0,Wages for herders,,0
12006,5,0,Other (specify),,0
12006,5,0,Water for animal consumption (that you pay for),,0
12006,5,0,Animal fodder (purchased fodder for donkey etc),,0
12006,5,0,Other supplementary animal feeding,,0
12006,5,0,Vaccinations and other veterinarian service,,600
12006,5,0,Transportation/other transaction costs for animals,,0
12006,5,0,Wages for herders,,0
12006,6,0,Other (specify),,0
12006,6,0,Water for animal consumption (that you pay for),,0
12006,6,0,Animal fodder (purchased fodder for donkey etc),,0
12006,6,0,Other supplementary animal feeding,,0
12006,6,0,Vaccinations and other veterinarian service,,3000
12006,6,0,Transportation/other transaction costs for animals,,0
12006,6,0,Wages for herders,,0
12006,7,,Water for animal consumption (that you pay for),,0
12006,7,,Animal fodder (purchased fodder for donkey etc),,0
12006,7,,Other supplementary animal feeding,,0
12006,7,,Vaccinations and other veterinarian service,,500
12006,7,,Vaccinations and other veterinarian service,,550
12006,7,,Transportation/other transaction costs for animals,,0
12006,7,,Wages for herders,,0
12007,1,,Other (specify),,0
12007,1,,Water for animal consumption (that you pay for),,0
12007,1,,Animal fodder (purchased fodder for donkey etc),,0
12007,1,,Other supplementary animal feeding,,0
12007,1,,Vaccinations and other veterinarian service,,900
12007,1,,Transportation/other transaction costs for animals,,0
12007,2,,Other (specify),,0
12007,2,,Water for animal consumption (that you pay for),,0
12007,2,,Animal fodder (purchased fodder for donkey etc),,0
12007,2,,Other supplementary animal feeding,,0
12007,2,,Vaccinations and other veterinarian service,,300
12007,2,,Transportation/other transaction costs for animals,,0
12007,3,0,Other (specify),,0
12007,3,0,Water for animal consumption (that you pay for),,0
12007,3,0,Animal fodder (purchased fodder for donkey etc),,0
12007,3,0,Other supplementary animal feeding,,0
12007,3,0,Vaccinations and other veterinarian service,,1000
12007,3,0,Transportation/other transaction costs for animals,,0
12007,4,0,Other (specify),,0
12007,4,0,Water for animal consumption (that you pay for),,0
12007,4,0,Animal fodder (purchased fodder for donkey etc),,0
12007,4,0,Other supplementary animal feeding,,0
12007,4,0,Vaccinations and other veterinarian service,,800
12007,4,0,Transportation/other transaction costs for animals,,0
12007,4,0,Wages for herders,,0
12007,5,0,Other (specify),,0
12007,5,0,Water for animal consumption (that you pay for),,0
12007,5,0,Animal fodder (purchased fodder for donkey etc),,0
12007,5,0,Other supplementary animal feeding,,0
12007,5,0,Vaccinations and other veterinarian service,,650
12007,5,0,Transportation/other transaction costs for animals,,0
12007,5,0,Wages for herders,,0
12007,6,0,Other (specify),,0
12007,6,0,Water for animal consumption (that you pay for),,1000
12007,6,0,Animal fodder (purchased fodder for donkey etc),,0
12007,6,0,Other supplementary animal feeding,,0
12007,6,0,Vaccinations and other veterinarian service,,1000
12007,6,0,Transportation/other transaction costs for animals,,0
12007,6,0,Wages for herders,,0
12007,7,,Water for animal consumption (that you pay for),,0
12007,7,,Animal fodder (purchased fodder for donkey etc),,0
12007,7,,Other supplementary animal feeding,,0
12007,7,,Vaccinations and other veterinarian service,,3600
12007,7,,Vaccinations and other veterinarian service,,6000
12007,7,,Transportation/other transaction costs for animals,,0
12007,7,,Wages for herders,,0
12008,1,,Other (specify),,0
12008,1,,Water for animal consumption (that you pay for),,0
12008,1,,Animal fodder (purchased fodder for donkey etc),,0
12008,1,,Other supplementary animal feeding,,0
12008,1,,Vaccinations and other veterinarian service,,0
12008,1,,Transportation/other transaction costs for animals,,0
12008,2,,Other (specify),,0
12008,2,,Water for animal consumption (that you pay for),,0
12008,2,,Animal fodder (purchased fodder for donkey etc),,0
12008,2,,Other supplementary animal feeding,,0
12008,2,,Vaccinations and other veterinarian service,,300
12008,2,,Transportation/other transaction costs for animals,,0
12008,3,0,Other (specify),,0
12008,3,0,Water for animal consumption (that you pay for),,0
12008,3,0,Animal fodder (purchased fodder for donkey etc),,0
12008,3,0,Other supplementary animal feeding,,0
12008,3,0,Vaccinations and other veterinarian service,,0
12008,3,0,Transportation/other transaction costs for animals,,0
12008,4,0,Other (specify),,0
12008,4,0,Water for animal consumption (that you pay for),,0
12008,4,0,Animal fodder (purchased fodder for donkey etc),,0
12008,4,0,Other supplementary animal feeding,,0
12008,4,0,Vaccinations and other veterinarian service,,1500
12008,4,0,Transportation/other transaction costs for animals,,0
12008,4,0,Wages for herders,,0
12008,5,0,Other (specify),,0
12008,5,0,Water for animal consumption (that you pay for),,0
12008,5,0,Animal fodder (purchased fodder for donkey etc),,0
12008,5,0,Other supplementary animal feeding,,0
12008,5,0,Vaccinations and other veterinarian service,,800
12008,5,0,Transportation/other transaction costs for animals,,0
12008,5,0,Wages for herders,,0
12008,7,,Water for animal consumption (that you pay for),,0
12008,7,,Animal fodder (purchased fodder for donkey etc),,0
12008,7,,Other supplementary animal feeding,,0
12008,7,,Vaccinations and other veterinarian service,,800
12008,7,,Vaccinations and other veterinarian service,,1200
12008,7,,Transportation/other transaction costs for animals,,0
12008,7,,Wages for herders,,0
12009,1,,Other (specify),,0
12009,1,,Water for animal consumption (that you pay for),,0
12009,1,,Animal fodder (purchased fodder for donkey etc),,0
12009,1,,Other supplementary animal feeding,,0
12009,1,,Vaccinations and other veterinarian service,,0
12009,1,,Transportation/other transaction costs for animals,,0
12009,2,,Other (specify),,0
12009,2,,Water for animal consumption (that you pay for),,0
12009,2,,Animal fodder (purchased fodder for donkey etc),,0
12009,2,,Other supplementary animal feeding,,0
12009,2,,Vaccinations and other veterinarian service,,0
12009,2,,Transportation/other transaction costs for animals,,0
12009,3,0,Other (specify),,0
12009,3,0,Water for animal consumption (that you pay for),,0
12009,3,0,Animal fodder (purchased fodder for donkey etc),,0
12009,3,0,Other supplementary animal feeding,,0
12009,3,0,Vaccinations and other veterinarian service,,0
12009,3,0,Transportation/other transaction costs for animals,,0
12009,4,0,Other (specify),,0
12009,4,0,Water for animal consumption (that you pay for),,0
12009,4,0,Animal fodder (purchased fodder for donkey etc),,0
12009,4,0,Other supplementary animal feeding,,0
12009,4,0,Vaccinations and other veterinarian service,,2000
12009,4,0,Transportation/other transaction costs for animals,,0
12009,4,0,Wages for herders,,0
12009,5,0,Other (specify),,0
12009,5,0,Water for animal consumption (that you pay for),,0
12009,5,0,Animal fodder (purchased fodder for donkey etc),,0
12009,5,0,Other supplementary animal feeding,,0
12009,5,0,Vaccinations and other veterinarian service,,1600
12009,5,0,Transportation/other transaction costs for animals,,0
12009,5,0,Wages for herders,,0
12009,6,0,Other (specify),,0
12009,6,0,Water for animal consumption (that you pay for),,1000
12009,6,0,Animal fodder (purchased fodder for donkey etc),,0
12009,6,0,Other supplementary animal feeding,,3500
12009,6,0,Vaccinations and other veterinarian service,,5000
12009,6,0,Transportation/other transaction costs for animals,,0
12009,6,0,Wages for herders,,0
12009,7,,Water for animal consumption (that you pay for),,0
12009,7,,Animal fodder (purchased fodder for donkey etc),,0
12009,7,,Other supplementary animal feeding,,0
12009,7,,Vaccinations and other veterinarian service,,1900
12009,7,,Vaccinations and other veterinarian service,,4100
12009,7,,Transportation/other transaction costs for animals,,0
12009,7,,Wages for herders,,0
12010,1,,Other (specify),,0
12010,1,,Water for animal consumption (that you pay for),,0
12010,1,,Animal fodder (purchased fodder for donkey etc),,0
12010,1,,Other supplementary animal feeding,,0
12010,1,,Vaccinations and other veterinarian service,,0
12010,1,,Transportation/other transaction costs for animals,,0
12010,2,,Other (specify),,0
12010,2,,Water for animal consumption (that you pay for),,0
12010,2,,Animal fodder (purchased fodder for donkey etc),,0
12010,2,,Other supplementary animal feeding,,0
12010,2,,Vaccinations and other veterinarian service,,300
12010,2,,Transportation/other transaction costs for animals,,0
12010,3,0,Other (specify),,0
12010,3,0,Water for animal consumption (that you pay for),,0
12010,3,0,Animal fodder (purchased fodder for donkey etc),,0
12010,3,0,Other supplementary animal feeding,,0
12010,3,0,Vaccinations and other veterinarian service,,500
12010,3,0,Transportation/other transaction costs for animals,,0
12010,4,0,Other (specify),,0
12010,4,0,Water for animal consumption (that you pay for),,0
12010,4,0,Animal fodder (purchased fodder for donkey etc),,0
12010,4,0,Other supplementary animal feeding,,0
12010,4,0,Vaccinations and other veterinarian service,,0
12010,4,0,Transportation/other transaction costs for animals,,0
12010,4,0,Wages for herders,,0
12010,5,0,Other (specify),,0
12010,5,0,Water for animal consumption (that you pay for),,0
12010,5,0,Animal fodder (purchased fodder for donkey etc),,0
12010,5,0,Other supplementary animal feeding,,0
12010,5,0,Vaccinations and other veterinarian service,,200
12010,5,0,Transportation/other transaction costs for animals,,0
12010,5,0,Wages for herders,,0
12010,6,0,Other (specify),,0
12010,6,0,Water for animal consumption (that you pay for),,1800
12010,6,0,Animal fodder (purchased fodder for donkey etc),,0
12010,6,0,Other supplementary animal feeding,,2400
12010,6,0,Vaccinations and other veterinarian service,,1200
12010,6,0,Transportation/other transaction costs for animals,,0
12010,6,0,Wages for herders,,0
12010,7,,Water for animal consumption (that you pay for),,0
12010,7,,Animal fodder (purchased fodder for donkey etc),,0
12010,7,,Other supplementary animal feeding,,0
12010,7,,Vaccinations and other veterinarian service,,3600
12010,7,,Vaccinations and other veterinarian service,,2400
12010,7,,Transportation/other transaction costs for animals,,0
12010,7,,Wages for herders,,0
12011,1,,Other (specify),,0
12011,1,,Water for animal consumption (that you pay for),,0
12011,1,,Animal fodder (purchased fodder for donkey etc),,0
12011,1,,Other supplementary animal feeding,,0
12011,1,,Vaccinations and other veterinarian service,,900
12011,1,,Transportation/other transaction costs for animals,,0
12011,2,,Other (specify),,0
12011,2,,Water for animal consumption (that you pay for),,0
12011,2,,Animal fodder (purchased fodder for donkey etc),,0
12011,2,,Other supplementary animal feeding,,0
12011,2,,Vaccinations and other veterinarian service,,2000
12011,2,,Transportation/other transaction costs for animals,,0
12011,3,0,Other (specify),,0
12011,3,0,Water for animal consumption (that you pay for),,0
12011,3,0,Animal fodder (purchased fodder for donkey etc),,0
12011,3,0,Other supplementary animal feeding,,0
12011,3,0,Vaccinations and other veterinarian service,,500
12011,3,0,Transportation/other transaction costs for animals,,0
12011,4,0,Other (specify),,0
12011,4,0,Water for animal consumption (that you pay for),,0
12011,4,0,Animal fodder (purchased fodder for donkey etc),,0
12011,4,0,Other supplementary animal feeding,,0
12011,4,0,Vaccinations and other veterinarian service,,0
12011,4,0,Transportation/other transaction costs for animals,,0
12011,4,0,Wages for herders,,0
12011,5,0,Other (specify),,0
12011,5,0,Water for animal consumption (that you pay for),,0
12011,5,0,Animal fodder (purchased fodder for donkey etc),,0
12011,5,0,Other supplementary animal feeding,,0
12011,5,0,Vaccinations and other veterinarian service,,1200
12011,5,0,Transportation/other transaction costs for animals,,0
12011,5,0,Wages for herders,,0
12011,6,0,Other (specify),,0
12011,6,0,Water for animal consumption (that you pay for),,0
12011,6,0,Animal fodder (purchased fodder for donkey etc),,0
12011,6,0,Other supplementary animal feeding,,1200
12011,6,0,Vaccinations and other veterinarian service,,1000
12011,6,0,Transportation/other transaction costs for animals,,0
12011,6,0,Wages for herders,,0
12012,1,,Other (specify),,0
12012,1,,Water for animal consumption (that you pay for),,0
12012,1,,Animal fodder (purchased fodder for donkey etc),,0
12012,1,,Other supplementary animal feeding,,0
12012,1,,Vaccinations and other veterinarian service,,1000
12012,1,,Transportation/other transaction costs for animals,,0
12014,1,,Other (specify),,0
12014,1,,Water for animal consumption (that you pay for),,0
12014,1,,Animal fodder (purchased fodder for donkey etc),,0
12014,1,,Other supplementary animal feeding,,0
12014,1,,Vaccinations and other veterinarian service,,1000
12014,1,,Transportation/other transaction costs for animals,,0
12015,1,,Other (specify),,0
12015,1,,Water for animal consumption (that you pay for),,0
12015,1,,Animal fodder (purchased fodder for donkey etc),,0
12015,1,,Other supplementary animal feeding,,0
12015,1,,Vaccinations and other veterinarian service,,200
12015,1,,Transportation/other transaction costs for animals,,0
12015,2,,Other (specify),,0
12015,2,,Water for animal consumption (that you pay for),,0
12015,2,,Animal fodder (purchased fodder for donkey etc),,0
12015,2,,Other supplementary animal feeding,,0
12015,2,,Vaccinations and other veterinarian service,,0
12015,2,,Transportation/other transaction costs for animals,,0
12015,3,0,Other (specify),,0
12015,3,0,Water for animal consumption (that you pay for),,0
12015,3,0,Animal fodder (purchased fodder for donkey etc),,0
12015,3,0,Other supplementary animal feeding,,0
12015,3,0,Vaccinations and other veterinarian service,,2000
12015,3,0,Transportation/other transaction costs for animals,,0
12015,4,0,Other (specify),,0
12015,4,0,Water for animal consumption (that you pay for),,0
12015,4,0,Animal fodder (purchased fodder for donkey etc),,0
12015,4,0,Other supplementary animal feeding,,0
12015,4,0,Vaccinations and other veterinarian service,,1000
12015,4,0,Transportation/other transaction costs for animals,,0
12015,4,0,Wages for herders,,0
12015,5,0,Other (specify),,0
12015,5,0,Water for animal consumption (that you pay for),,0
12015,5,0,Animal fodder (purchased fodder for donkey etc),,0
12015,5,0,Other supplementary animal feeding,,0
12015,5,0,Vaccinations and other veterinarian service,,300
12015,5,0,Transportation/other transaction costs for animals,,0
12015,5,0,Wages for herders,,0
12015,6,0,Other (specify),,0
12015,6,0,Water for animal consumption (that you pay for),,0
12015,6,0,Animal fodder (purchased fodder for donkey etc),,0
12015,6,0,Other supplementary animal feeding,,0
12015,6,0,Vaccinations and other veterinarian service,,800
12015,6,0,Transportation/other transaction costs for animals,,0
12015,6,0,Wages for herders,,0
12015,7,,Water for animal consumption (that you pay for),,0
12015,7,,Animal fodder (purchased fodder for donkey etc),,0
12015,7,,Other supplementary animal feeding,,1550
12015,7,,Vaccinations and other veterinarian service,,2400
12015,7,,Vaccinations and other veterinarian service,,2000
12015,7,,Transportation/other transaction costs for animals,,0
12015,7,,Wages for herders,,0
12016,1,,Other (specify),,0
12016,1,,Water for animal consumption (that you pay for),,0
12016,1,,Animal fodder (purchased fodder for donkey etc),,0
12016,1,,Other supplementary animal feeding,,0
12016,1,,Vaccinations and other veterinarian service,,1400
12016,1,,Transportation/other transaction costs for animals,,2000
12016,2,,Other (specify),,0
12016,2,,Water for animal consumption (that you pay for),,0
12016,2,,Animal fodder (purchased fodder for donkey etc),,0
12016,2,,Other supplementary animal feeding,,0
12016,2,,Vaccinations and other veterinarian service,,250
12016,2,,Transportation/other transaction costs for animals,,0
12016,3,0,Other (specify),,0
12016,3,0,Water for animal consumption (that you pay for),,0
12016,3,0,Animal fodder (purchased fodder for donkey etc),,0
12016,3,0,Other supplementary animal feeding,,0
12016,3,0,Vaccinations and other veterinarian service,,300
12016,3,0,Transportation/other transaction costs for animals,,0
12016,4,0,Other (specify),,0
12016,4,0,Water for animal consumption (that you pay for),,0
12016,4,0,Animal fodder (purchased fodder for donkey etc),,0
12016,4,0,Other supplementary animal feeding,,0
12016,4,0,Vaccinations and other veterinarian service,,800
12016,4,0,Transportation/other transaction costs for animals,,0
12016,4,0,Wages for herders,,0
12016,5,0,Other (specify),,0
12016,5,0,Water for animal consumption (that you pay for),,0
12016,5,0,Animal fodder (purchased fodder for donkey etc),,0
12016,5,0,Other supplementary animal feeding,,0
12016,5,0,Vaccinations and other veterinarian service,,2000
12016,5,0,Transportation/other transaction costs for animals,,0
12016,5,0,Wages for herders,,0
12016,6,0,Other (specify),,0
12016,6,0,Water for animal consumption (that you pay for),,0
12016,6,0,Animal fodder (purchased fodder for donkey etc),,0
12016,6,0,Other supplementary animal feeding,,300
12016,6,0,Vaccinations and other veterinarian service,,1200
12016,6,0,Transportation/other transaction costs for animals,,0
12016,6,0,Wages for herders,,0
12016,7,,Water for animal consumption (that you pay for),,0
12016,7,,Animal fodder (purchased fodder for donkey etc),,0
12016,7,,Other supplementary animal feeding,,0
12016,7,,Vaccinations and other veterinarian service,,750
12016,7,,Vaccinations and other veterinarian service,,1150
12016,7,,Transportation/other transaction costs for animals,,0
12016,7,,Wages for herders,,0
12017,1,,Other (specify),,0
12017,1,,Water for animal consumption (that you pay for),,0
12017,1,,Animal fodder (purchased fodder for donkey etc),,0
12017,1,,Other supplementary animal feeding,,0
12017,1,,Vaccinations and other veterinarian service,,800
12017,1,,Transportation/other transaction costs for animals,,0
12017,2,,Other (specify),,0
12017,2,,Water for animal consumption (that you pay for),,0
12017,2,,Animal fodder (purchased fodder for donkey etc),,0
12017,2,,Other supplementary animal feeding,,0
12017,2,,Vaccinations and other veterinarian service,,700
12017,2,,Transportation/other transaction costs for animals,,0
12017,3,0,Other (specify),,0
12017,3,0,Water for animal consumption (that you pay for),,0
12017,3,0,Animal fodder (purchased fodder for donkey etc),,0
12017,3,0,Other supplementary animal feeding,,0
12017,3,0,Vaccinations and other veterinarian service,,2000
12017,3,0,Transportation/other transaction costs for animals,,0
12017,4,0,Other (specify),,0
12017,4,0,Water for animal consumption (that you pay for),,0
12017,4,0,Animal fodder (purchased fodder for donkey etc),,0
12017,4,0,Other supplementary animal feeding,,0
12017,4,0,Vaccinations and other veterinarian service,,400
12017,4,0,Transportation/other transaction costs for animals,,0
12017,4,0,Wages for herders,,0
12017,5,0,Other (specify),,0
12017,5,0,Water for animal consumption (that you pay for),,0
12017,5,0,Animal fodder (purchased fodder for donkey etc),,0
12017,5,0,Other supplementary animal feeding,,0
12017,5,0,Vaccinations and other veterinarian service,,900
12017,5,0,Transportation/other transaction costs for animals,,0
12017,5,0,Wages for herders,,0
12017,6,0,Other (specify),,0
12017,6,0,Water for animal consumption (that you pay for),,0
12017,6,0,Animal fodder (purchased fodder for donkey etc),,0
